a道具ID	道具类型	子类型	道具名称	晶石	品质	使用等级	职业限制	叠加数量	贩卖价格	有效时间	属性1	基础数值	成长值	权值	属性2	基础数值	成长值	权值	属性3	基础数值	成长值	权值	属性4	基础数值	成长值	权值	套装ID	特效类型	图标	道具描述	模型资源id	产出副本id	基础特效ID
44260109	4	426	160级饰品碎片	0	9	1	0	9999	500	0																			icon_44260002	橙色饰品碎片，收集30个碎片可以随机合成一件橙色饰品			
44260110	4	426	165级饰品碎片	0	9	1	0	9999	500	0																			icon_44260002	橙色饰品碎片，收集30个碎片可以随机合成一件橙色饰品			
44270100	4	427	1级神秘碎片	0	9	1	0	9999	500	0																			icon_44270002	橙色神秘碎片，收集30个碎片可以随机合成一件橙色装备			
44270101	4	427	45级神秘碎片	0	9	1	0	9999	500	0																			icon_44270002	橙色神秘碎片，收集30个碎片可以随机合成一件橙色装备			
44270102	4	427	60级神秘碎片	0	9	1	0	9999	500	0																			icon_44270002	橙色神秘碎片，收集30个碎片可以随机合成一件橙色装备			
44270103	4	427	75级神秘碎片	0	9	1	0	9999	500	0																			icon_44270002	橙色神秘碎片，收集30个碎片可以随机合成一件橙色装备			
44270104	4	427	90级神秘碎片	0	9	1	0	9999	500	0																			icon_44270002	橙色神秘碎片，收集30个碎片可以随机合成一件橙色装备			
44270105	4	427	105级神秘碎片	0	9	1	0	9999	500	0																			icon_44270002	橙色神秘碎片，收集30个碎片可以随机合成一件橙色装备			
44270106	4	427	120级神秘碎片	0	9	1	0	9999	500	0																			icon_44270002	橙色神秘碎片，收集30个碎片可以随机合成一件橙色装备			
44270107	4	427	135级神秘碎片	0	9	1	0	9999	500	0																			icon_44270002	橙色神秘碎片，收集30个碎片可以随机合成一件橙色装备			
44270108	4	427	150级神秘碎片	0	9	1	0	9999	500	0																			icon_44270002	橙色神秘碎片，收集30个碎片可以随机合成一件橙色装备			
44270109	4	427	160级神秘碎片	0	9	1	0	9999	500	0																			icon_44270002	橙色神秘碎片，收集30个碎片可以随机合成一件橙色装备			
44270110	4	427	165级神秘碎片	0	9	1	0	9999	500	0																			icon_44270002	橙色神秘碎片，收集30个碎片可以随机合成一件橙色装备			
44200200	4	420	1级武器碎片	0	12	1	0	9999	500	0																			icon_44200004	红色武器碎片，收集30个碎片可以随机合成一件红色武器			
44200201	4	420	45级武器碎片	0	12	1	0	9999	500	0																			icon_44200004	红色武器碎片，收集30个碎片可以随机合成一件红色武器			
44200202	4	420	60级武器碎片	0	12	1	0	9999	500	0																			icon_44200004	红色武器碎片，收集30个碎片可以随机合成一件红色武器			
44200203	4	420	75级武器碎片	0	12	1	0	9999	500	0																			icon_44200004	红色武器碎片，收集30个碎片可以随机合成一件红色武器			
44200204	4	420	90级武器碎片	0	12	1	0	9999	500	0																			icon_44200004	红色武器碎片，收集30个碎片可以随机合成一件红色武器			
44200205	4	420	105级武器碎片	0	12	1	0	9999	500	0																			icon_44200004	红色武器碎片，收集30个碎片可以随机合成一件红色武器			
44200206	4	420	120级武器碎片	0	12	1	0	9999	500	0																			icon_44200004	红色武器碎片，收集30个碎片可以随机合成一件红色武器			
44200207	4	420	135级武器碎片	0	12	1	0	9999	500	0																			icon_44200004	红色武器碎片，收集30个碎片可以随机合成一件红色武器			
44200208	4	420	150级武器碎片	0	12	1	0	9999	500	0																			icon_44200004	红色武器碎片，收集30个碎片可以随机合成一件红色武器			
44200209	4	420	160级武器碎片	0	12	1	0	9999	500	0																			icon_44200004	红色武器碎片，收集30个碎片可以随机合成一件红色武器			
44200210	4	420	165级武器碎片	0	12	1	0	9999	500	0																			icon_44200004	红色武器碎片，收集30个碎片可以随机合成一件红色武器			
44210200	4	421	1级衣服碎片	0	12	1	0	9999	500	0																			icon_44210004	红色衣服碎片，收集30个碎片可以随机合成一件红色衣服			
44210201	4	421	45级衣服碎片	0	12	1	0	9999	500	0																			icon_44210004	红色衣服碎片，收集30个碎片可以随机合成一件红色衣服			
44210202	4	421	60级衣服碎片	0	12	1	0	9999	500	0																			icon_44210004	红色衣服碎片，收集30个碎片可以随机合成一件红色衣服			
44210203	4	421	75级衣服碎片	0	12	1	0	9999	500	0																			icon_44210004	红色衣服碎片，收集30个碎片可以随机合成一件红色衣服			
44210204	4	421	90级衣服碎片	0	12	1	0	9999	500	0																			icon_44210004	红色衣服碎片，收集30个碎片可以随机合成一件红色衣服			
44210205	4	421	105级衣服碎片	0	12	1	0	9999	500	0																			icon_44210004	红色衣服碎片，收集30个碎片可以随机合成一件红色衣服			
44210206	4	421	120级衣服碎片	0	12	1	0	9999	500	0																			icon_44210004	红色衣服碎片，收集30个碎片可以随机合成一件红色衣服			
44210207	4	421	135级衣服碎片	0	12	1	0	9999	500	0																			icon_44210004	红色衣服碎片，收集30个碎片可以随机合成一件红色衣服			
44210208	4	421	150级衣服碎片	0	12	1	0	9999	500	0																			icon_44210004	红色衣服碎片，收集30个碎片可以随机合成一件红色衣服			
44210209	4	421	160级衣服碎片	0	12	1	0	9999	500	0																			icon_44210004	红色衣服碎片，收集30个碎片可以随机合成一件红色衣服			
44210210	4	421	165级衣服碎片	0	12	1	0	9999	500	0																			icon_44210004	红色衣服碎片，收集30个碎片可以随机合成一件红色衣服			
44220200	4	422	1级裤子碎片	0	12	1	0	9999	500	0																			icon_44220004	红色裤子碎片，收集30个碎片可以随机合成一条红色裤子			
44220201	4	422	45级裤子碎片	0	12	1	0	9999	500	0																			icon_44220004	红色裤子碎片，收集30个碎片可以随机合成一条红色裤子			
44220202	4	422	60级裤子碎片	0	12	1	0	9999	500	0																			icon_44220004	红色裤子碎片，收集30个碎片可以随机合成一条红色裤子			
44220203	4	422	75级裤子碎片	0	12	1	0	9999	500	0																			icon_44220004	红色裤子碎片，收集30个碎片可以随机合成一条红色裤子			
44220204	4	422	90级裤子碎片	0	12	1	0	9999	500	0																			icon_44220004	红色裤子碎片，收集30个碎片可以随机合成一条红色裤子			
44220205	4	422	105级裤子碎片	0	12	1	0	9999	500	0																			icon_44220004	红色裤子碎片，收集30个碎片可以随机合成一条红色裤子			
44220206	4	422	120级裤子碎片	0	12	1	0	9999	500	0																			icon_44220004	红色裤子碎片，收集30个碎片可以随机合成一条红色裤子			
44220207	4	422	135级裤子碎片	0	12	1	0	9999	500	0																			icon_44220004	红色裤子碎片，收集30个碎片可以随机合成一条红色裤子			
44220208	4	422	150级裤子碎片	0	12	1	0	9999	500	0																			icon_44220004	红色裤子碎片，收集30个碎片可以随机合成一条红色裤子			
44220209	4	422	160级裤子碎片	0	12	1	0	9999	500	0																			icon_44220004	红色裤子碎片，收集30个碎片可以随机合成一条红色裤子			
44220210	4	422	165级裤子碎片	0	12	1	0	9999	500	0																			icon_44220004	红色裤子碎片，收集30个碎片可以随机合成一条红色裤子			
44230200	4	423	1级鞋子碎片	0	12	1	0	9999	500	0																			icon_44230004	红色鞋子碎片，收集30个碎片可以随机合成一双红色鞋子			
44230201	4	423	45级鞋子碎片	0	12	1	0	9999	500	0																			icon_44230004	红色鞋子碎片，收集30个碎片可以随机合成一双红色鞋子			
44230202	4	423	60级鞋子碎片	0	12	1	0	9999	500	0																			icon_44230004	红色鞋子碎片，收集30个碎片可以随机合成一双红色鞋子			
44230203	4	423	75级鞋子碎片	0	12	1	0	9999	500	0																			icon_44230004	红色鞋子碎片，收集30个碎片可以随机合成一双红色鞋子			
44230204	4	423	90级鞋子碎片	0	12	1	0	9999	500	0																			icon_44230004	红色鞋子碎片，收集30个碎片可以随机合成一双红色鞋子			
44230205	4	423	105级鞋子碎片	0	12	1	0	9999	500	0																			icon_44230004	红色鞋子碎片，收集30个碎片可以随机合成一双红色鞋子			
44230206	4	423	120级鞋子碎片	0	12	1	0	9999	500	0																			icon_44230004	红色鞋子碎片，收集30个碎片可以随机合成一双红色鞋子			
44230207	4	423	135级鞋子碎片	0	12	1	0	9999	500	0																			icon_44230004	红色鞋子碎片，收集30个碎片可以随机合成一双红色鞋子			
44230208	4	423	150级鞋子碎片	0	12	1	0	9999	500	0																			icon_44230004	红色鞋子碎片，收集30个碎片可以随机合成一双红色鞋子			
44230209	4	423	160级鞋子碎片	0	12	1	0	9999	500	0																			icon_44230004	红色鞋子碎片，收集30个碎片可以随机合成一双红色鞋子			
44230210	4	423	165级鞋子碎片	0	12	1	0	9999	500	0																			icon_44230004	红色鞋子碎片，收集30个碎片可以随机合成一双红色鞋子			
44240200	4	424	1级护腕碎片	0	12	1	0	9999	500	0																			icon_44240004	红色护腕碎片，收集30个碎片可以随机合成一件红色护腕			
44240201	4	424	45级护腕碎片	0	12	1	0	9999	500	0																			icon_44240004	红色护腕碎片，收集30个碎片可以随机合成一件红色护腕			
44240202	4	424	60级护腕碎片	0	12	1	0	9999	500	0																			icon_44240004	红色护腕碎片，收集30个碎片可以随机合成一件红色护腕			
44240203	4	424	75级护腕碎片	0	12	1	0	9999	500	0																			icon_44240004	红色护腕碎片，收集30个碎片可以随机合成一件红色护腕			
44240204	4	424	90级护腕碎片	0	12	1	0	9999	500	0																			icon_44240004	红色护腕碎片，收集30个碎片可以随机合成一件红色护腕			
44240205	4	424	105级护腕碎片	0	12	1	0	9999	500	0																			icon_44240004	红色护腕碎片，收集30个碎片可以随机合成一件红色护腕			
44240206	4	424	120级护腕碎片	0	12	1	0	9999	500	0																			icon_44240004	红色护腕碎片，收集30个碎片可以随机合成一件红色护腕			
44240207	4	424	135级护腕碎片	0	12	1	0	9999	500	0																			icon_44240004	红色护腕碎片，收集30个碎片可以随机合成一件红色护腕			
44240208	4	424	150级护腕碎片	0	12	1	0	9999	500	0																			icon_44240004	红色护腕碎片，收集30个碎片可以随机合成一件红色护腕			
44240209	4	424	160级护腕碎片	0	12	1	0	9999	500	0																			icon_44240004	红色护腕碎片，收集30个碎片可以随机合成一件红色护腕			
44240210	4	424	165级护腕碎片	0	12	1	0	9999	500	0																			icon_44240004	红色护腕碎片，收集30个碎片可以随机合成一件红色护腕			
44250200	4	425	1级腰带碎片	0	12	1	0	9999	500	0																			icon_44250004	红色腰带碎片，收集30个碎片可以随机合成一条红色腰带			
44250201	4	425	45级腰带碎片	0	12	1	0	9999	500	0																			icon_44250004	红色腰带碎片，收集30个碎片可以随机合成一条红色腰带			
44250202	4	425	60级腰带碎片	0	12	1	0	9999	500	0																			icon_44250004	红色腰带碎片，收集30个碎片可以随机合成一条红色腰带			
44250203	4	425	75级腰带碎片	0	12	1	0	9999	500	0																			icon_44250004	红色腰带碎片，收集30个碎片可以随机合成一条红色腰带			
44250204	4	425	90级腰带碎片	0	12	1	0	9999	500	0																			icon_44250004	红色腰带碎片，收集30个碎片可以随机合成一条红色腰带			
44250205	4	425	105级腰带碎片	0	12	1	0	9999	500	0																			icon_44250004	红色腰带碎片，收集30个碎片可以随机合成一条红色腰带			
44250206	4	425	120级腰带碎片	0	12	1	0	9999	500	0																			icon_44250004	红色腰带碎片，收集30个碎片可以随机合成一条红色腰带			
44250207	4	425	135级腰带碎片	0	12	1	0	9999	500	0																			icon_44250004	红色腰带碎片，收集30个碎片可以随机合成一条红色腰带			
44250208	4	425	150级腰带碎片	0	12	1	0	9999	500	0																			icon_44250004	红色腰带碎片，收集30个碎片可以随机合成一条红色腰带			
44250209	4	425	160级腰带碎片	0	12	1	0	9999	500	0																			icon_44250004	红色腰带碎片，收集30个碎片可以随机合成一条红色腰带			
44250210	4	425	165级腰带碎片	0	12	1	0	9999	500	0																			icon_44250004	红色腰带碎片，收集30个碎片可以随机合成一条红色腰带			
44260200	4	426	1级饰品碎片	0	12	1	0	9999	500	0																			icon_44260004	红色饰品碎片，收集30个碎片可以随机合成一件红色饰品			
44260201	4	426	45级饰品碎片	0	12	1	0	9999	500	0																			icon_44260004	红色饰品碎片，收集30个碎片可以随机合成一件红色饰品			
44260202	4	426	60级饰品碎片	0	12	1	0	9999	500	0																			icon_44260004	红色饰品碎片，收集30个碎片可以随机合成一件红色饰品			
44260203	4	426	75级饰品碎片	0	12	1	0	9999	500	0																			icon_44260004	红色饰品碎片，收集30个碎片可以随机合成一件红色饰品			
44260204	4	426	90级饰品碎片	0	12	1	0	9999	500	0																			icon_44260004	红色饰品碎片，收集30个碎片可以随机合成一件红色饰品			
44260205	4	426	105级饰品碎片	0	12	1	0	9999	500	0																			icon_44260004	红色饰品碎片，收集30个碎片可以随机合成一件红色饰品			
44260206	4	426	120级饰品碎片	0	12	1	0	9999	500	0																			icon_44260004	红色饰品碎片，收集30个碎片可以随机合成一件红色饰品			
44260207	4	426	135级饰品碎片	0	12	1	0	9999	500	0																			icon_44260004	红色饰品碎片，收集30个碎片可以随机合成一件红色饰品			
44260208	4	426	150级饰品碎片	0	12	1	0	9999	500	0																			icon_44260004	红色饰品碎片，收集30个碎片可以随机合成一件红色饰品			
44260209	4	426	160级饰品碎片	0	12	1	0	9999	500	0																			icon_44260004	红色饰品碎片，收集30个碎片可以随机合成一件红色饰品			
44260210	4	426	165级饰品碎片	0	12	1	0	9999	500	0																			icon_44260004	红色饰品碎片，收集30个碎片可以随机合成一件红色饰品			
44270200	4	427	1级神秘碎片	0	12	1	0	9999	500	0																			icon_44270004	红色神秘碎片，收集30个碎片可以随机合成一件红色装备			
44270201	4	427	45级神秘碎片	0	12	1	0	9999	500	0																			icon_44270004	红色神秘碎片，收集30个碎片可以随机合成一件红色装备			
44270202	4	427	60级神秘碎片	0	12	1	0	9999	500	0																			icon_44270004	红色神秘碎片，收集30个碎片可以随机合成一件红色装备			
44270203	4	427	75级神秘碎片	0	12	1	0	9999	500	0																			icon_44270004	红色神秘碎片，收集30个碎片可以随机合成一件红色装备			
44270204	4	427	90级神秘碎片	0	12	1	0	9999	500	0																			icon_44270004	红色神秘碎片，收集30个碎片可以随机合成一件红色装备			
44270205	4	427	105级神秘碎片	0	12	1	0	9999	500	0																			icon_44270004	红色神秘碎片，收集30个碎片可以随机合成一件红色装备			
44270206	4	427	120级神秘碎片	0	12	1	0	9999	500	0																			icon_44270004	红色神秘碎片，收集30个碎片可以随机合成一件红色装备			
44270207	4	427	135级神秘碎片	0	12	1	0	9999	500	0																			icon_44270004	红色神秘碎片，收集30个碎片可以随机合成一件红色装备			
44270208	4	427	150级神秘碎片	0	12	1	0	9999	500	0																			icon_44270004	红色神秘碎片，收集30个碎片可以随机合成一件红色装备			
44270209	4	427	160级神秘碎片	0	12	1	0	9999	500	0																			icon_44270004	红色神秘碎片，收集30个碎片可以随机合成一件红色装备			
44270210	4	427	165级神秘碎片	0	12	1	0	9999	500	0																			icon_44270004	红色神秘碎片，收集30个碎片可以随机合成一件红色装备			
44301001	4	430	棍僧心法残卷	0	0	1	1	9999	500	0																			icon_55054101	收集一定数量随机合成一本棍僧心法技能书			
44302001	4	430	绫罗心法残卷	0	0	1	2	9999	500	0																			icon_55054102	收集一定数量随机合成一本绫罗心法技能书			
44303001	4	430	雪月心法残卷	0	0	1	3	9999	500	0																			icon_55054103	收集一定数量随机合成一本雪月心法技能书			
44304001	4	430	贪狼心法残卷	0	0	1	4	9999	500	0																			icon_44304001	收集一定数量随机合成一本贪狼心法技能书			
44310001	4	431	魂魄·梦梦	0	3	1	0	9999	500	0																			pet_06	收集10个魂魄，可以合成宠物梦梦，也是进阶梦梦的材料			
44310002	4	431	魂魄·锤锤	0	9	1	0	9999	500	0																			pet_08	收集30个魂魄，可以合成宠物锤锤，也是进阶锤锤的材料			
44310003	4	431	魂魄·硕硕	0	9	1	0	9999	500	0																			pet_07	收集30个魂魄，可以合成宠物硕硕，也是进阶硕硕的材料			
44310004	4	431	魂魄·修罗杵	0	6	1	0	9999	500	0																			pet_01	收集20个魂魄，可以合成宠物修罗杵，也是进阶修罗杵的材料			
44310005	4	431	魂魄·菩提心	0	6	1	0	9999	500	0																			pet_02	收集20个魂魄，可以合成宠物菩提心，也是进阶菩提心的材料			
44310006	4	431	魂魄·引魂灯	0	6	1	0	9999	500	0																			pet_03	收集20个魂魄，可以合成宠物引魂灯，也是进阶引魂灯的材料			
44310007	4	431	魂魄·诛仙剑	0	9	1	0	9999	500	0																			pet_04	收集30个魂魄，可以合成宠物诛仙剑，也是进阶诛仙剑的材料			
44310008	4	431	魂魄·吉祥锦	0	6	1	0	9999	500	0																			pet_09	收集20个魂魄，可以合成宠物吉祥锦，也是进阶吉祥锦的材料			
44310009	4	431	魂魄·噗噗豚	0	3	1	0	9999	500	0																			pet_10	收集10个魂魄，可以合成宠物噗噗豚，也是进阶噗噗豚的材料			
44310010	4	431	魂魄·胆小鬼	0	3	1	0	9999	500	0																			pet_11	收集10个魂魄，可以合成宠物胆小鬼，也是进阶胆小鬼的材料			
44310011	4	431	魂魄·杰杰狐	0	9	1	0	9999	500	0																			pet_12	收集30个魂魄，可以合成宠物杰杰狐，也是进阶杰杰狐的材料			
44310012	4	431	魂魄·鬼童弟弟	0	6	1	0	9999	500	0																			pet_13	收集20个魂魄，可以合成宠物鬼童弟弟，也是进阶鬼童弟弟的材料			
44310013	4	431	魂魄·鬼童哥哥	0	9	1	0	9999	500	0																			pet_14	收集30个魂魄，可以合成宠物鬼童哥哥，也是进阶鬼童哥哥的材料			
44310014	4	431	魂魄·心心	0	9	1	0	9999	500	0																			pet_15	收集30个魂魄，可以合成宠物心心，也是进阶心心的材料			
44310015	4	431	魂魄·喵小招	0	9	1	0	9999	500	0																			pet_16	收集30个魂魄，可以合成宠物喵小招，也是进阶喵小招的材料			
44310016	4	431	魂魄·露露	0	6	1	0	9999	500	0																			pet_17	收集20个魂魄，可以合成宠物露露，也是进阶露露的材料			
44310017	4	431	魂魄·呱呱咚	0	9	1	0	9999	500	0																			pet_18	收集30个魂魄，可以合成宠物呱呱咚，也是进阶呱呱咚的材料			
44310018	4	431	魂魄·爆爆兔	0	9	1	0	9999	500	0																			pet_19	收集30个魂魄，可以合成vip专属宠物爆爆兔，也是进阶爆爆兔的材料			
44310019	4	431	魂魄·花球球	0	12	1	0	9999	500	0																			pet_20	收集50个魂魄，可以合成宠物花球球，也是进阶花球球的材料			
44310020	4	431	魂魄·鸡仔	0	6	1	0	9999	500	0																			pet_21	收集20个魂魄，可以合成宠物鸡仔，也是进阶鸡仔的材料			
44310021	4	431	魂魄·毛毛	0	9	1	0	9999	500	0																			pet_22	收集30个魂魄，可以合成宠物毛毛，也是进阶毛毛的材料			
44310022	4	431	魂魄·包包	0	9	1	0	9999	500	0																			pet_23	收集30个魂魄，可以合成宠物包包，也是进阶包包的材料			
44310023	4	431	超神诛仙剑魂魄	0	12	1	0	9999	500	0																			pet_24	收集50个魂魄，可以合成宠物超神诛仙剑，也是进阶超神诛仙剑的材料			
44310024	4	431	狂暴修罗杵魂魄	0	12	1	0	9999	500	0																			pet_25	收集50个魂魄，可以合成宠物狂暴修罗杵，也是进阶狂暴修罗杵的材料			
44310025	4	431	般若菩提心魂魄	0	12	1	0	9999	500	0																			pet_26	收集50个魂魄，可以合成宠物般若菩提心，也是进阶般若菩提心的材料			
44310026	4	431	魂魄·大嘴	0	9	1	0	9999	500	0																			pet_27	收集30个魂魄，可以合成硬核专属宠物大嘴，也是进阶大嘴的材料			
44310027	4	431	魂魄·凤灵鸟	0	9	1	0	9999	500	0																			pet_28	收集30个魂魄，可以合成应用宝专属宠物凤灵鸟，也是进阶凤灵鸟的材料			
44320001	4	432	珍贵抽奖劵	0	6	1	0	9999	500	0																			icon_44320001	珍贵道具，可以免费抽取一次珍贵秘藏			
44320002	4	432	豪华抽奖券	0	12	1	0	9999	500	0																			icon_44320002	豪华道具，可以免费十连抽一次珍贵秘藏			
44320003	4	432	珍贵宠物劵	0	9	1	0	9999	500	0																			icon_44320001	珍贵道具，可以免费抽取一次宠物秘藏			
44320004	4	432	豪华宠物券	0	12	1	0	9999	500	0																			icon_44320002	豪华道具，可以免费十连抽一次宠物秘藏			
44330001	4	433	宠物升级丹	0	3	1	0	9999	500	0																			icon_44330001	宠物升级道具			
44330002	4	433	中级转生丹	0	6	1	0	9999	500	0																			icon_44330001	30~50级宠物转生所需材料。			
44330003	4	433	高级转生丹	0	9	1	0	9999	500	0																			icon_44330001	50~90级宠物转生所需材料。			
44340001	4	434	随机奖励	0	0	1	0	1	1	0																			icon_44011002	随机掉落奖励。			
44351001	4	435	金刚套装	0	9	1	0	1	1	0																			icon_44351001	装备一定数量的金刚套部件，棍僧职业将获得相应的套装属性。			
44351002	4	435	降龙套装	0	9	1	0	1	1	0																			icon_44351002	装备一定数量的降龙套部件，棍僧职业将获得相应的套装属性。			
44352001	4	435	寒霜套装	0	9	1	0	1	1	0																			icon_44352001	装备一定数量的寒霜套部件，绫罗职业将获得相应的套装属性。			
44352002	4	435	斜阳套装	0	9	1	0	1	1	0																			icon_44352002	装备一定数量的斜阳套部件，绫罗职业将获得相应的套装属性。			
44353001	4	435	凤鸣套装	0	9	1	0	1	1	0																			icon_44353001	装备一定数量的凤鸣套部件，雪月职业将获得相应的套装属性。			
44353002	4	435	瑶月套装	0	9	1	0	1	1	0																			icon_44353002	装备一定数量的瑶月套部件，雪月职业将获得相应的套装属性。			
44360001	4	436	棍僧秘笈残卷	0	3	1	1	9999	500	0																			icon_550211051	收集指定数量可以随机合成一本棍僧的技能书或者心法技能书			
44360002	4	436	绫罗秘笈残卷	0	3	1	2	9999	500	0																			icon_550212051	收集指定数量可以随机合成一本绫罗的技能书或者心法技能书			
44360003	4	436	雪月秘笈残卷	0	3	1	3	9999	500	0																			icon_550213051	收集指定数量可以随机合成一本雪月的技能书或者心法技能书			
44360004	4	436	贪狼秘笈残卷	0	3	1	4	9999	500	0																			icon_44360004	收集指定数量可以随机合成一本贪狼的技能书或者心法技能书			
44370001	4	437	领悟仙石	0	3	1	0	9999	500	0																			icon_44370001	宠物天赋领悟普通材料			
44370002	4	437	领悟仙玉	0	6	1	0	9999	500	0																			icon_44370002	宠物天赋领悟特殊材料			
44380001	4	438	真元珠	0	3	1	0	9999	500	0																			icon_44380001	提升真元等级的必备材料			
44380002	4	438	真元晶魄	0	9	1	0	9999	500	0																			icon_44380002	真元飞升所需的材料			
44390001	4	439	晶魄碎片	0	9	1	0	9999	500	0																			icon_44390001	真元晶魄碎片，集齐100个碎片可以合成一个完整的真元晶魄。			
44400001	4	440	武器精华	0	12	1	0	9999	500	0																			icon_44400001	集齐一定数量的红色精华，可以兑换相应部位的红色装备			
44410001	4	441	衣服精华	0	12	1	0	9999	500	0																			icon_44410001	集齐一定数量的红色精华，可以兑换相应部位的红色装备			
44420001	4	442	裤子精华	0	12	1	0	9999	500	0																			icon_44420001	集齐一定数量的红色精华，可以兑换相应部位的红色装备			
44430001	4	443	鞋子精华	0	12	1	0	9999	500	0																			icon_44430001	集齐一定数量的红色精华，可以兑换相应部位的红色装备			
44440001	4	444	护腕精华	0	12	1	0	9999	500	0																			icon_44440001	集齐一定数量的红色精华，可以兑换相应部位的红色装备			
44450001	4	445	腰带精华	0	12	1	0	9999	500	0																			icon_44450001	集齐一定数量的红色精华，可以兑换相应部位的红色装备			
44460001	4	446	饰品精华	0	12	1	0	9999	500	0																			icon_44460001	集齐一定数量的红色精华，可以兑换相应部位的红色装备			
44470001	4	447	神秘精华	0	12	1	0	9999	500	0																			icon_44470001	集齐一定数量的红色精华，可以兑换相应部位的红色装备			
44480001	4	448	五行强化石	0	6	1	0	9999	500	0																			icon_44480001	可用于五行属性强化，提升五行属性。			
44480002	4	448	五行精炼符	0	9	1	0	9999	500	0																			icon_44480002	可用于五行精炼，提升五行伤害加深和减免比。			
44480003	4	448	寒冰精炼符-未使用	0	9	1	0	9999	500	0																			icon_44480003	可用于五行精炼，提升五行伤害减免比。			
