id	名字	职业	品质	等级	生命	伤害	护甲	暴击	韧性	命中	闪避	打击力度（护甲伤害）	抗打击力度（总护甲）	护甲回复	破甲重置护甲时间	普通攻击技能id	已学技能id	未学技能id	模型路径	controller路径	头像名称	宠物描述
14083	心心	14	9	83	344982	4077	14403	2700	2591	2332	864	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14084	心心	14	9	84	357135	4218	14907	2787	2675	2408	892	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14085	心心	14	9	85	369540	4365	15426	2876	2760	2484	920	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14086	心心	14	9	86	382191	4515	15954	2965	2846	2562	949	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14087	心心	14	9	87	387861	4584	16191	3001	2880	2592	960	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14088	心心	14	9	88	393567	4650	16428	3036	2914	2622	971	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14089	心心	14	9	89	399297	4716	16665	3071	2947	2653	982	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14090	心心	14	9	90	417513	4950	17439	3168	3041	2737	1014	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14091	心心	14	9	91	444180	5265	18552	3361	3226	2903	1075	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14092	心心	14	9	92	450453	5340	18813	3398	3262	2936	1087	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14093	心心	14	9	93	456747	5412	19077	3436	3297	2968	1099	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14094	心心	14	9	94	463077	5487	19344	3473	3334	3000	1111	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14095	心心	14	9	95	471951	5592	19713	3530	3388	3049	1129	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14096	心心	14	9	96	488574	5790	20403	3644	3497	3147	1166	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14097	心心	14	9	97	510681	6051	21330	3798	3645	3281	1215	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14098	心心	14	9	98	533259	6318	22272	3955	3796	3416	1265	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14099	心心	14	9	99	561621	6654	23460	4154	3986	3588	1329	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14100	心心	14	9	100	584094	6954	24420	4268	4094	3685	1365	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14101	心心	14	9	101	610338	7266	25518	4447	4267	3840	1422	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14102	心心	14	9	102	637125	7584	26637	4630	4441	3997	1480	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14103	心心	14	9	103	664452	7908	27780	4814	4619	4157	1540	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14104	心心	14	9	104	679404	8085	28404	4909	4710	4239	1570	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14105	心心	14	9	105	705483	8412	29499	5026	4824	4342	1608	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14106	心心	14	9	106	721635	8604	30174	5126	4921	4429	1640	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14107	心心	14	9	107	738027	8799	30861	5228	5019	4517	1673	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14108	心心	14	9	108	754644	8997	31554	5331	5117	4606	1706	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14109	心心	14	9	109	771498	9198	32259	5435	5217	4695	1739	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14110	心心	14	9	110	799809	9576	33474	5569	5344	4810	1781	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14111	心心	14	9	111	817287	9783	34206	5675	5445	4901	1815	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14112	心心	14	9	112	835002	9993	34944	5782	5548	4993	1849	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14113	心心	14	9	113	844914	10113	35358	5835	5598	5039	1866	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14114	心心	14	9	114	854862	10230	35775	5887	5649	5084	1883	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14115	心心	14	9	115	883830	10611	37005	6011	5768	5191	1923	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14116	心心	14	9	116	922545	11073	38628	6257	6004	5404	2001	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14117	心心	14	9	117	961986	11547	40278	6507	6244	5619	2081	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14118	心心	14	9	118	1002159	12027	41958	6760	6487	5839	2162	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14119	心心	14	9	119	1023411	12282	42849	6885	6607	5946	2202	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14120	心心	14	9	120	1092009	13140	45741	7254	6962	6265	2321	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14121	心心	14	9	121	1115301	13419	46713	7388	7092	6382	2364	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14122	心心	14	9	122	1138896	13701	47700	7524	7222	6500	2407	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14123	心心	14	9	123	1162803	13986	48702	7661	7354	6618	2451	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14124	心心	14	9	124	1187025	14277	49713	7800	7487	6738	2496	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14125	心心	14	9	125	1223229	14754	51255	7940	7622	6860	2541	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14126	心心	14	9	126	1236441	14913	51810	8004	7684	6916	2561	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14127	心心	14	9	127	1249710	15072	52362	8069	7746	6971	2582	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14128	心心	14	9	128	1263036	15231	52920	8134	7808	7028	2603	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14129	心心	14	9	129	1276419	15390	53481	8198	7870	7083	2623	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14130	心心	14	9	130	1322262	16002	55443	8398	8059	7254	2687	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14131	心心	14	9	131	1378740	16683	57810	8733	8381	7544	2794	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14132	心心	14	9	132	1436190	17376	60216	9073	8708	7837	2903	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14133	心心	14	9	133	1494624	18081	62661	9417	9038	8135	3013	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14134	心心	14	9	134	1524651	18441	63921	9581	9196	8277	3065	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14135	心心	14	9	135	1608174	19473	67422	9970	9577	8619	3192	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14136	心心	14	9	136	1641057	19869	68796	10147	9748	8773	3249	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14137	心心	14	9	137	1674351	20271	70185	10326	9920	8928	3307	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14138	心心	14	9	138	1708059	20676	71598	10507	10094	9085	3365	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14139	心心	14	9	139	1742184	21087	73023	10689	10269	9242	3423	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14140	心心	14	9	140	1802883	21909	75642	10947	10511	9460	3504	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14141	心心	14	9	141	1838127	22335	77115	11132	10689	9620	3563	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14142	心心	14	9	142	1855947	22551	77859	11212	10766	9689	3589	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14143	心心	14	9	143	1896378	23037	79551	11427	10973	9875	3658	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14144	心心	14	9	144	1976028	24000	82887	11875	11404	10263	3801	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14145	心心	14	9	145	2075796	25278	87114	12329	11841	10657	3947	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14146	心心	14	9	146	2158767	26283	90591	12789	12283	11055	4094	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14147	心心	14	9	147	2200467	26787	92340	13003	12489	11240	4163	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14148	心心	14	9	148	2221167	27036	93201	13093	12576	11318	4192	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14149	心心	14	9	149	2241945	27288	94074	13182	12662	11396	4221	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14150	心心	14	9	150	2458635	29910	103149	14450	13883	12494	4628	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14151	心心	14	9	151	2530404	30777	106155	14869	14287	12858	4762	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14152	心心	14	9	152	2584689	31434	108429	15186	14592	13133	4864	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14153	心心	14	9	153	2636487	32058	110595	15488	14884	13395	4961	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14154	心心	14	9	154	2688843	32691	112788	15794	15178	13660	5059	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14155	心心	14	9	155	2741757	33333	115002	16103	15476	13928	5159	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14156	心心	14	9	156	2795226	33978	117243	16415	15777	14198	5259	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14157	心心	14	9	157	2849256	34632	119505	16731	16081	14472	5360	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14158	心心	14	9	158	2903847	35292	121788	17049	16388	14749	5463	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14159	心心	14	9	159	2958993	35958	124098	17371	16698	15028	5566	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14160	心心	14	9	160	3760185	45672	157674	22065	21215	19093	7072	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14161	心心	14	9	161	3819633	46389	160161	22412	21549	19395	7183	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14162	心心	14	9	162	3879528	47112	162669	22761	21886	19697	7295	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14163	心心	14	9	163	3902262	47385	163617	22894	22014	19812	7338	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14164	心心	14	9	164	3924999	47661	164568	23026	22141	19927	7381	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
14165	心心	14	9	165	4225266	51189	177018	24730	23805	21425	7935	5	500	5	1	1015	101501;101502	101503	Mesh/Actor/BattleActor/Pet/pet_015/pet_015	Controller/BattleActor/Pet/Pet_015/Pet_015	pet_15	翅膀不是用来炫耀，而是用来保护想要保护的人，我要保护的就是我的主人。
15001	喵小招	15	9	1	17388	366	372	80	50	54	60	5	500	5	1	1016	101601	101602;101603	Mesh/Actor/BattleActor/Pet/pet_016/pet_016	Controller/BattleActor/Pet/Pet_016/Pet_016	pet_16	恭喜发财，恭喜发财，恭喜发财……
15002	喵小招	15	9	2	18993	372	453	96	67	69	64	5	500	5	1	1016	101601	101602;101603	Mesh/Actor/BattleActor/Pet/pet_016/pet_016	Controller/BattleActor/Pet/Pet_016/Pet_016	pet_16	恭喜发财，恭喜发财，恭喜发财……
15003	喵小招	15	9	3	20592	381	528	112	83	83	68	5	500	5	1	1016	101601	101602;101603	Mesh/Actor/BattleActor/Pet/pet_016/pet_016	Controller/BattleActor/Pet/Pet_016/Pet_016	pet_16	恭喜发财，恭喜发财，恭喜发财……
15004	喵小招	15	9	4	22197	384	606	129	100	98	72	5	500	5	1	1016	101601	101602;101603	Mesh/Actor/BattleActor/Pet/pet_016/pet_016	Controller/BattleActor/Pet/Pet_016/Pet_016	pet_16	恭喜发财，恭喜发财，恭喜发财……
15005	喵小招	15	9	5	23802	390	687	145	116	112	76	5	500	5	1	1016	101601	101602;101603	Mesh/Actor/BattleActor/Pet/pet_016/pet_016	Controller/BattleActor/Pet/Pet_016/Pet_016	pet_16	恭喜发财，恭喜发财，恭喜发财……
15006	喵小招	15	9	6	25401	399	765	161	133	127	80	5	500	5	1	1016	101601	101602;101603	Mesh/Actor/BattleActor/Pet/pet_016/pet_016	Controller/BattleActor/Pet/Pet_016/Pet_016	pet_16	恭喜发财，恭喜发财，恭喜发财……
15007	喵小招	15	9	7	27006	402	843	177	150	142	84	5	500	5	1	1016	101601	101602;101603	Mesh/Actor/BattleActor/Pet/pet_016/pet_016	Controller/BattleActor/Pet/Pet_016/Pet_016	pet_16	恭喜发财，恭喜发财，恭喜发财……
15008	喵小招	15	9	8	28611	408	921	193	166	156	88	5	500	5	1	1016	101601	101602;101603	Mesh/Actor/BattleActor/Pet/pet_016/pet_016	Controller/BattleActor/Pet/Pet_016/Pet_016	pet_16	恭喜发财，恭喜发财，恭喜发财……
15009	喵小招	15	9	9	30213	414	1002	210	183	171	92	5	500	5	1	1016	101601	101602;101603	Mesh/Actor/BattleActor/Pet/pet_016/pet_016	Controller/BattleActor/Pet/Pet_016/Pet_016	pet_16	恭喜发财，恭喜发财，恭喜发财……
