道具ID	道具类型	子类型	道具名称	晶石	品质	使用等级	职业限制	叠加数量	贩卖价格	有效时间	属性1	基础数值	成长值	权值	属性2	基础数值	成长值	权值	属性3	基础数值	成长值	权值	属性4	基础数值	成长值	权值	套装ID	特效类型	图标	道具描述	模型资源id	产出副本id	基础特效ID
11014033	1	101	刀	10	6	60	4	1	500	0	1	60	1210	6	5	109	2189	6											icon_weap_40001	长风破浪会有时，直挂云帆济沧海	4001		
11014034	1	101	刀	10	9	60	4	1	500	0	1	70	1382	6	5	124	2477	6											icon_weap_40001	长风破浪会有时，直挂云帆济沧海	4001		
11014035	1	101	刀	10	12	60	4	1	500	0	1	78	1555	6	5	139	2794	6											icon_weap_40001	长风破浪会有时，直挂云帆济沧海	4001		
11014111	1	101	影舞刀	150	0	75	4	1	500	0	1	52	1037	6	5	94	1866	6									104001		icon_weap_40002	歌月徘徊，舞影零乱	4002		
11014112	1	101	影舞刀	150	3	75	4	1	500	0	1	62	1244	6	5	113	2246	6									104001		icon_weap_40002	歌月徘徊，舞影零乱	4002		
11014113	1	101	影舞刀	150	6	75	4	1	500	0	1	72	1452	6	5	131	2627	6									104001		icon_weap_40002	歌月徘徊，舞影零乱	4002		
11014114	1	101	影舞刀	150	9	75	4	1	500	0	1	84	1658	6	5	149	2972	6									104001		icon_weap_40002	歌月徘徊，舞影零乱	4002		
11014115	1	101	影舞刀	200	12	75	4	1	500	0	1	94	1866	6	5	167	3353	6									104001		icon_weap_40002	歌月徘徊，舞影零乱	4002		
11014121	1	101	麝月刀	150	0	90	4	1	500	0	1	62	1244	6	5	113	2239	6									104002		icon_weap_40002	麝月重轮三五夜	4002		
11014122	1	101	麝月刀	150	3	90	4	1	500	0	1	74	1493	6	5	136	2695	6									104002		icon_weap_40002	麝月重轮三五夜	4002		
11014123	1	101	麝月刀	150	6	90	4	1	500	0	1	86	1742	6	5	157	3152	6									104002		icon_weap_40002	麝月重轮三五夜	4002		
11014124	1	101	麝月刀	150	9	90	4	1	500	0	1	101	1990	6	5	179	3566	6									104002		icon_weap_40002	麝月重轮三五夜	4002		
11014125	1	101	麝月刀	200	12	90	4	1	500	0	1	113	2239	6	5	200	4024	6									104002		icon_weap_40002	麝月重轮三五夜	4002		
11014131	1	101	刀	150	0	105	4	1	500	0	1	74	1493	6	5	136	2687	6									104002		icon_weap_40002	麝月重轮三五夜	4002		
11014132	1	101	刀	150	3	105	4	1	500	0	1	89	1792	6	5	163	3234	6									104002		icon_weap_40002	麝月重轮三五夜	4002		
11014133	1	101	刀	150	6	105	4	1	500	0	1	103	2090	6	5	188	3782	6									104002		icon_weap_40002	麝月重轮三五夜	4002		
11014134	1	101	刀	150	9	105	4	1	500	0	1	121	2388	6	5	215	4279	6									104002		icon_weap_40002	麝月重轮三五夜	4002		
11014135	1	101	刀	200	12	105	4	1	500	0	1	136	2687	6	5	240	4829	6									104002		icon_weap_40002	麝月重轮三五夜	4002		
11014211	1	101	噬影刀	600	0	120	4	1	500	0	1	89	1792	6	5	163	3224	6									104101		icon_weap_40003	影随心动 噬血而生	4003		
11014212	1	101	噬影刀	600	3	120	4	1	500	0	1	107	2150	6	5	196	3881	6									104101		icon_weap_40003	影随心动 噬血而生	4003		
11014213	1	101	噬影刀	600	6	120	4	1	500	0	1	124	2508	6	5	226	4538	6									104101		icon_weap_40003	影随心动 噬血而生	4003		
11014214	1	101	噬影刀	600	9	120	4	1	500	0	1	145	2866	6	5	258	5135	6									104101		icon_weap_40003	影随心动 噬血而生	4003		
11014215	1	101	噬影刀	600	12	120	4	1	500	0	1	163	3224	6	5	288	5795	6									104101		icon_weap_40003	影随心动 噬血而生	4003		
11014221	1	101	业火刀	1500	0	135	4	1	500	0	1	107	2150	6	5	196	3869	6									104102		icon_weap_40003	汝一念起，业火炽然，非人燔汝，乃汝自燔	4003		
11014222	1	101	业火刀	1500	3	135	4	1	500	0	1	128	2580	6	5	235	4657	6									104102		icon_weap_40003	汝一念起，业火炽然，非人燔汝，乃汝自燔	4003		
11014223	1	101	业火刀	1500	6	135	4	1	500	0	1	149	3010	6	5	271	5446	6									104102		icon_weap_40003	汝一念起，业火炽然，非人燔汝，乃汝自燔	4003		
11014224	1	101	业火刀	1500	9	135	4	1	500	0	1	174	3439	6	5	310	6162	6									104102		icon_weap_40003	汝一念起，业火炽然，非人燔汝，乃汝自燔	4003		
11014225	1	101	业火刀	1500	12	135	4	1	500	0	1	196	3869	6	5	346	6954	6									104102		icon_weap_40003	汝一念起，业火炽然，非人燔汝，乃汝自燔	4003		
11014231	1	101	阎罗刀	600	0	150	4	1	500	0	1	128	2580	6	5	235	4643	6									104003		icon_weap_40003	十殿阎罗怒 业火三千劫	4003		
11014232	1	101	阎罗刀	600	3	150	4	1	500	0	1	154	3096	6	5	282	5588	6									104003		icon_weap_40003	十殿阎罗怒 业火三千劫	4003		
11014233	1	101	阎罗刀	600	6	150	4	1	500	0	1	179	3612	6	5	325	6535	6									104003		icon_weap_40003	十殿阎罗怒 业火三千劫	4003		
11014234	1	101	阎罗刀	600	9	150	4	1	500	0	1	209	4127	6	5	372	7394	6									104003		icon_weap_40003	十殿阎罗怒 业火三千劫	4003		
11014235	1	101	阎罗刀	600	12	150	4	1	500	0	1	235	4643	6	5	415	8345	6									104003		icon_weap_40003	十殿阎罗怒 业火三千劫	4003		
11014241	1	101	刀	600	0	160	4	1	500	0	1	154	3096	6	5	282	5572	6									104003		icon_weap_40003	十殿阎罗怒 业火三千劫	4003		
11014242	1	101	刀	600	3	160	4	1	500	0	1	185	3715	6	5	338	6706	6									104003		icon_weap_40003	十殿阎罗怒 业火三千劫	4003		
11014243	1	101	刀	600	6	160	4	1	500	0	1	215	4334	6	5	390	7842	6									104003		icon_weap_40003	十殿阎罗怒 业火三千劫	4003		
11014244	1	101	刀	600	9	160	4	1	500	0	1	251	4952	6	5	446	8873	6									104003		icon_weap_40003	十殿阎罗怒 业火三千劫	4003		
11014245	1	101	刀	600	12	160	4	1	500	0	1	282	5572	6	5	498	10014	6									104003		icon_weap_40003	十殿阎罗怒 业火三千劫	4003		
11014311	1	101	十殿阎罗刀	3000	0	165	4	1	500	0	1	185	3715	6	5	338	6686	6									104004		icon_weap_40004	十殿阎罗怒 业火三千劫	4003		
11014312	1	101	十殿阎罗刀	3000	3	165	4	1	500	0	1	222	4458	6	5	406	8047	6									104004		icon_weap_40004	十殿阎罗怒 业火三千劫	4003		
11014313	1	101	十殿阎罗刀	3000	6	165	4	1	500	0	1	258	5201	6	5	468	9410	6									104004		icon_weap_40004	十殿阎罗怒 业火三千劫	4003		
11014314	1	101	十殿阎罗刀	3000	9	165	4	1	500	0	1	301	5942	6	5	535	10648	6									104004		icon_weap_40004	十殿阎罗怒 业火三千劫	4003		
11014315	1	101	十殿阎罗刀	3000	12	165	4	1	500	0	1	338	6686	6	5	598	12017	6									104004		icon_weap_40004	十殿阎罗怒 业火三千劫	4003		
