宠物职业	天赋编号	图标	天赋名称	天赋描述	属性1编号	属性1数值	属性1百分比	要提升等级的技能ID	等级提升量	前提条件编号	可激活次数	单次额外加战斗力	单次消耗领悟点	单次消耗材料	铜钱消耗
13	12	PetTalent_4_3	자유자재	각성마다 펫 내성 1000 상승	4	1000				9,	3		3	4,44370001,60;	30000
13	13	PetTalent_2_3	불멸봉황	각성마다 펫 생명 3% 상승	0		3			10,11,	3		5	4,44370001,200;4,44370002,120;	50000
13	15	PetTalent_4_1	일월의정령	각성마다 펫 생명 2% 상승	0		2			12,	3		3	4,44370001,120;	30000
13	16	pet_skill14_2	지옥침식	각성마다 "지옥침식" 스킬공격 상승				101402	11	13,	3	3000	5	4,44370001,260;4,44370002,200;	50000
13	17	PetTalent_5_3	항룡의힘	각성마다 펫 공격 3% 상승	1		3			15,	3		5	4,44370001,200;4,44370002,120;	50000
13	18	PetTalent_1_3	현무현세	각성마다 펫 방어 3% 상승	2		3			15,	3		5	4,44370001,200;4,44370002,120;	50000
13	21	pet_skill14_3	죽음의저주	각성마다 "죽음의저주" 스킬공격 상승				101403	11	17,18,	3	4000	5	4,44370001,280;4,44370002,300;	50000
13	24	PetTalent_3_1	천둥소생	각성마다 펫 생명 1% 상승	0		1			21,	5		3	4,44370001,900;4,44370002,350;	200000
14	1	PetTalent_2_2	추룡의힘	각성마다 펫 공격 300 상승	1	300					3		1	4,44370001,10;	10000
14	2	PetTalent_5_2	견약반석	각성마다 펫 방어 80 상승	2	80					3		1	4,44370001,10;	10000
14	3	PetTalent_4_2	생기발랄	각성마다 펫 생명 7000 상승	0	7000					3		1	4,44370001,10;	10000
14	5	pet_skill15_1	풍노	각성마다 "풍노" 스킬공격 상승				101501	2	1,2,3,	3	1500	1	4,44370001,30;4,44370002,30;	10000
14	7	PetTalent_3_3	뇌정만균	각성마다 펫 치명 1000 상승	3	1000				5,	3		3	4,44370001,60;	30000
14	8	PetTalent_1_1	날쌘제비	각성마다 펫 회피 1000 상승	6	1000				5,	3		3	4,44370001,60;	30000
14	9	PetTalent_2_1	백발백중	각성마다 펫 명중 1000 상승	5	1000				5,	3		3	4,44370001,60;	30000
14	10	PetTalent_1_2	창룡의힘	각성마다 펫 공격 2% 상승	1		2			7,	3		3	4,44370001,120;	30000
14	11	PetTalent_5_1	강근철골	각성마다 펫 방어 2% 상승	2		2			8,	3		3	4,44370001,120;	30000
14	12	PetTalent_4_3	자유자재	각성마다 펫 내성 1000 상승	4	1000				9,	3		3	4,44370001,60;	30000
14	13	PetTalent_2_3	불멸봉황	각성마다 펫 생명 3% 상승	0		3			10,11,	3		5	4,44370001,200;4,44370002,120;	50000
14	15	PetTalent_4_1	일월의정령	각성마다 펫 생명 2% 상승	0		2			12,	3		3	4,44370001,120;	30000
14	16	pet_skill15_2	분노	각성마다 "분노" 스킬공격 상승				101502	11	13,	3	3000	5	4,44370001,260;4,44370002,200;	50000
14	17	PetTalent_5_3	항룡의힘	각성마다 펫 공격 3% 상승	1		3			15,	3		5	4,44370001,200;4,44370002,120;	50000
14	18	PetTalent_1_3	현무현세	각성마다 펫 방어 3% 상승	2		3			15,	3		5	4,44370001,200;4,44370002,120;	50000
14	21	pet_skill15_3	암영역량	각성마다 "암영역량" 스킬공격 상승				101503	11	17,18,	3	4000	5	4,44370001,280;4,44370002,300;	50000
14	24	PetTalent_3_1	천둥소생	각성마다 펫 생명 1% 상승	0		1			21,	5		3	4,44370001,900;4,44370002,350;	200000
15	1	PetTalent_2_2	추룡의힘	각성마다 펫 공격 300 상승	1	300					3		1	4,44370001,10;	10000
15	2	PetTalent_5_2	견약반석	각성마다 펫 방어 80 상승	2	80					3		1	4,44370001,10;	10000
15	3	PetTalent_4_2	생기발랄	각성마다 펫 생명 7000 상승	0	7000					3		1	4,44370001,10;	10000
15	5	pet_skill16_1	재물의힘	각성마다 "재물의힘" 스킬공격 상승				101601	2	1,2,3,	3	1500	1	4,44370001,30;4,44370002,30;	10000
15	7	PetTalent_3_3	뇌정만균	각성마다 펫 치명 1000 상승	3	1000				5,	3		3	4,44370001,60;	30000
15	8	PetTalent_1_1	날쌘제비	각성마다 펫 회피 1000 상승	6	1000				5,	3		3	4,44370001,60;	30000
15	9	PetTalent_2_1	백발백중	각성마다 펫 명중 1000 상승	5	1000				5,	3		3	4,44370001,60;	30000
15	10	PetTalent_1_2	창룡의힘	각성마다 펫 공격 2% 상승	1		2			7,	3		3	4,44370001,120;	30000
15	11	PetTalent_5_1	강근철골	각성마다 펫 방어 2% 상승	2		2			8,	3		3	4,44370001,120;	30000
15	12	PetTalent_4_3	자유자재	각성마다 펫 내성 1000 상승	4	1000				9,	3		3	4,44370001,60;	30000
15	13	PetTalent_2_3	불멸봉황	각성마다 펫 생명 3% 상승	0		3			10,11,	3		5	4,44370001,200;4,44370002,120;	50000
15	15	PetTalent_4_1	일월의정령	각성마다 펫 생명 2% 상승	0		2			12,	3		3	4,44370001,120;	30000
15	16	pet_skill16_2	재물신강림	각성마다 "재물신강림" 스킬공격 상승				101602	11	13,	3	3000	5	4,44370001,260;4,44370002,200;	50000
15	17	PetTalent_5_3	항룡의힘	각성마다 펫 공격 3% 상승	1		3			15,	3		5	4,44370001,200;4,44370002,120;	50000
15	18	PetTalent_1_3	현무현세	각성마다 펫 방어 3% 상승	2		3			15,	3		5	4,44370001,200;4,44370002,120;	50000
15	21	pet_skill16_3	재물의힘	각성마다 "재물의힘" 스킬공격 상승				101603	11	17,18,	3	4000	5	4,44370001,280;4,44370002,300;	50000
15	24	PetTalent_3_1	천둥소생	각성마다 펫 생명 1% 상승	0		1			21,	5		3	4,44370001,900;4,44370002,350;	200000
16	1	PetTalent_2_2	추룡의힘	각성마다 펫 공격 300 상승	1	300					3		1	4,44370001,10;	10000
16	2	PetTalent_5_2	견약반석	각성마다 펫 방어 80 상승	2	80					3		1	4,44370001,10;	10000
16	3	PetTalent_4_2	생기발랄	각성마다 펫 생명 7000 상승	0	7000					3		1	4,44370001,10;	10000
16	5	pet_skill17_1	순무폭탄	각성마다 "순무폭탄" 스킬공격 상승				101701	2	1,2,3,	3	1500	1	4,44370001,30;4,44370002,30;	10000
16	7	PetTalent_3_3	뇌정만균	각성마다 펫 치명 1000 상승	3	1000				5,	3		3	4,44370001,60;	30000
16	8	PetTalent_1_1	날쌘제비	각성마다 펫 회피 1000 상승	6	1000				5,	3		3	4,44370001,60;	30000
16	9	PetTalent_2_1	백발백중	각성마다 펫 명중 1000 상승	5	1000				5,	3		3	4,44370001,60;	30000
16	10	PetTalent_1_2	창룡의힘	각성마다 펫 공격 2% 상승	1		2			7,	3		3	4,44370001,120;	30000
16	11	PetTalent_5_1	강근철골	각성마다 펫 방어 2% 상승	2		2			8,	3		3	4,44370001,120;	30000
16	12	PetTalent_4_3	자유자재	각성마다 펫 내성 1000 상승	4	1000				9,	3		3	4,44370001,60;	30000
16	13	PetTalent_2_3	불멸봉황	각성마다 펫 생명 3% 상승	0		3			10,11,	3		5	4,44370001,200;4,44370002,120;	50000
16	15	PetTalent_4_1	일월의정령	각성마다 펫 생명 2% 상승	0		2			12,	3		3	4,44370001,120;	30000
16	16	pet_skill17_2	순무함정	각성마다 "순무함정" 스킬공격 상승				101702	11	13,	3	3000	5	4,44370001,260;4,44370002,200;	50000
16	17	PetTalent_5_3	항룡의힘	각성마다 펫 공격 3% 상승	1		3			15,	3		5	4,44370001,200;4,44370002,120;	50000
16	18	PetTalent_1_3	현무현세	각성마다 펫 방어 3% 상승	2		3			15,	3		5	4,44370001,200;4,44370002,120;	50000
16	21	pet_skill17_3	순무현세	각성마다 "순무현세" 스킬공격 상승				101703	11	17,18,	3	4000	5	4,44370001,280;4,44370002,300;	50000
16	24	PetTalent_3_1	천둥소생	각성마다 펫 생명 1% 상승	0		1			21,	5		3	4,44370001,900;4,44370002,350;	200000
17	1	PetTalent_2_2	추룡의힘	각성마다 펫 공격 300 상승	1	300					3		1	4,44370001,10;	10000
17	2	PetTalent_5_2	견약반석	각성마다 펫 방어 80 상승	2	80					3		1	4,44370001,10;	10000
17	3	PetTalent_4_2	생기발랄	각성마다 펫 생명 7000 상승	0	7000					3		1	4,44370001,10;	10000
17	5	pet_skill18_1	와기충천	각성마다 "와기충천" 스킬공격 상승				101801	2	1,2,3,	3	1500	1	4,44370001,30;4,44370002,30;	10000
17	7	PetTalent_3_3	뇌정만균	각성마다 펫 치명 1000 상승	3	1000				5,	3		3	4,44370001,60;	30000
17	8	PetTalent_1_1	날쌘제비	각성마다 펫 회피 1000 상승	6	1000				5,	3		3	4,44370001,60;	30000
17	9	PetTalent_2_1	백발백중	각성마다 펫 명중 1000 상승	5	1000				5,	3		3	4,44370001,60;	30000
17	10	PetTalent_1_2	창룡의힘	각성마다 펫 공격 2% 상승	1		2			7,	3		3	4,44370001,120;	30000
17	11	PetTalent_5_1	강근철골	각성마다 펫 방어 2% 상승	2		2			8,	3		3	4,44370001,120;	30000
17	12	PetTalent_4_3	자유자재	각성마다 펫 내성 1000 상승	4	1000				9,	3		3	4,44370001,60;	30000
17	13	PetTalent_2_3	불멸봉황	각성마다 펫 생명 3% 상승	0		3			10,11,	3		5	4,44370001,200;4,44370002,120;	50000
17	15	PetTalent_4_1	일월의정령	각성마다 펫 생명 2% 상승	0		2			12,	3		3	4,44370001,120;	30000
17	16	pet_skill18_2	지열산붕	각성마다 "지열산붕" 스킬공격 상승				101802	11	13,	3	3000	5	4,44370001,260;4,44370002,200;	50000
17	17	PetTalent_5_3	항룡의힘	각성마다 펫 공격 3% 상승	1		3			15,	3		5	4,44370001,200;4,44370002,120;	50000
17	18	PetTalent_1_3	현무현세	각성마다 펫 방어 3% 상승	2		3			15,	3		5	4,44370001,200;4,44370002,120;	50000
17	21	pet_skill18_3	왕자역습	각성마다 "왕자역습" 스킬공격 상승				101803	11	17,18,	3	4000	5	4,44370001,280;4,44370002,300;	50000
17	24	PetTalent_3_1	천둥소생	각성마다 펫 생명 1% 상승	0		1			21,	5		3	4,44370001,900;4,44370002,350;	200000
18	1	PetTalent_2_2	추룡의힘	각성마다 펫 공격 300 상승	1	300					3		1	4,44370001,10;	10000
18	2	PetTalent_5_2	견약반석	각성마다 펫 방어 80 상승	2	80					3		1	4,44370001,10;	10000
18	3	PetTalent_4_2	생기발랄	각성마다 펫 생명 7000 상승	0	7000					3		1	4,44370001,10;	10000
18	5	pet_skill19_1	대지의힘	각성마다 "대지의힘" 스킬공격 상승				101901	2	1,2,3,	3	1500	1	4,44370001,30;4,44370002,30;	10000
18	7	PetTalent_3_3	뇌정만균	각성마다 펫 치명 1000 상승	3	1000				5,	3		3	4,44370001,60;	30000
18	8	PetTalent_1_1	날쌘제비	각성마다 펫 회피 1000 상승	6	1000				5,	3		3	4,44370001,60;	30000
18	9	PetTalent_2_1	백발백중	각성마다 펫 명중 1000 상승	5	1000				5,	3		3	4,44370001,60;	30000
18	10	PetTalent_1_2	창룡의힘	각성마다 펫 공격 2% 상승	1		2			7,	3		3	4,44370001,120;	30000
18	11	PetTalent_5_1	강근철골	각성마다 펫 방어 2% 상승	2		2			8,	3		3	4,44370001,120;	30000
18	12	PetTalent_4_3	자유자재	각성마다 펫 내성 1000 상승	4	1000				9,	3		3	4,44370001,60;	30000
18	13	PetTalent_2_3	불멸봉황	각성마다 펫 생명 3% 상승	0		3			10,11,	3		5	4,44370001,200;4,44370002,120;	50000
18	15	PetTalent_4_1	일월의정령	각성마다 펫 생명 2% 상승	0		2			12,	3		3	4,44370001,120;	30000
18	16	pet_skill19_2	화염지령	각성마다 "화염지령" 스킬공격 상승				101902	11	13,	3	3000	5	4,44370001,260;4,44370002,200;	50000
18	17	PetTalent_5_3	항룡의힘	각성마다 펫 공격 3% 상승	1		3			15,	3		5	4,44370001,200;4,44370002,120;	50000
18	18	PetTalent_1_3	현무현세	각성마다 펫 방어 3% 상승	2		3			15,	3		5	4,44370001,200;4,44370002,120;	50000
18	21	pet_skill19_3	무간연옥	각성마다 "무간연옥" 스킬공격 상승				101903	11	17,18,	3	4000	5	4,44370001,280;4,44370002,300;	50000
18	24	PetTalent_3_1	천둥소생	각성마다 펫 생명 1% 상승	0		1			21,	5		3	4,44370001,900;4,44370002,350;	200000
19	1	PetTalent_2_2	추룡의힘	각성마다 펫 공격 300 상승	1	300					3		1	4,44370001,10;	10000
19	2	PetTalent_5_2	견약반석	각성마다 펫 방어 80 상승	2	80					3		1	4,44370001,10;	10000
19	3	PetTalent_4_2	생기발랄	각성마다 펫 생명 7000 상승	0	7000					3		1	4,44370001,10;	10000
19	5	pet_skill20_1	앵화파	각성마다 "앵화파" 스킬공격 상승				102001	2	1,2,3,	3	1500	1	4,44370001,30;4,44370002,30;	10000
19	7	PetTalent_3_3	뇌정만균	각성마다 펫 치명 1000 상승	3	1000				5,	3		3	4,44370001,60;	30000
19	8	PetTalent_1_1	날쌘제비	각성마다 펫 회피 1000 상승	6	1000				5,	3		3	4,44370001,60;	30000
19	9	PetTalent_2_1	백발백중	각성마다 펫 명중 1000 상승	5	1000				5,	3		3	4,44370001,60;	30000
19	10	PetTalent_1_2	창룡의힘	각성마다 펫 공격 2% 상승	1		2			7,	3		3	4,44370001,120;	30000
19	11	PetTalent_5_1	강근철골	각성마다 펫 방어 2% 상승	2		2			8,	3		3	4,44370001,120;	30000
19	12	PetTalent_4_3	자유자재	각성마다 펫 내성 1000 상승	4	1000				9,	3		3	4,44370001,60;	30000
19	13	PetTalent_2_3	불멸봉황	각성마다 펫 생명 3% 상승	0		3			10,11,	3		5	4,44370001,200;4,44370002,120;	50000
19	15	PetTalent_4_1	일월의정령	각성마다 펫 생명 2% 상승	0		2			12,	3		3	4,44370001,120;	30000
19	16	pet_skill20_2	나비정령	각성마다 "나비정령" 스킬공격 상승				102002	11	13,	3	3000	5	4,44370001,260;4,44370002,200;	50000
19	17	PetTalent_5_3	항룡의힘	각성마다 펫 공격 3% 상승	1		3			15,	3		5	4,44370001,200;4,44370002,120;	50000
19	18	PetTalent_1_3	현무현세	각성마다 펫 방어 3% 상승	2		3			15,	3		5	4,44370001,200;4,44370002,120;	50000
19	21	pet_skill20_3	무한한힘	각성마다 "무한한 힘" 스킬공격 상승				102003	11	17,18,	3	4000	5	4,44370001,280;4,44370002,300;	50000
19	24	PetTalent_3_1	천둥소생	각성마다 펫 생명 1% 상승	0		1			21,	5		3	4,44370001,900;4,44370002,350;	200000
20	1	PetTalent_2_2	추룡의힘	각성마다 펫 공격 300 상승	1	300					3		1	4,44370001,10;	10000
20	2	PetTalent_5_2	견약반석	각성마다 펫 방어 80 상승	2	80					3		1	4,44370001,10;	10000
20	3	PetTalent_4_2	생기발랄	각성마다 펫 생명 7000 상승	0	7000					3		1	4,44370001,10;	10000
20	5	pet_skill21_1	대형지진	각성마다 "대형지진" 스킬공격 상승				102101	2	1,2,3,	3	1500	1	4,44370001,30;4,44370002,30;	10000
20	7	PetTalent_3_3	뇌정만균	각성마다 펫 치명 1000 상승	3	1000				5,	3		3	4,44370001,60;	30000
20	8	PetTalent_1_1	날쌘제비	각성마다 펫 회피 1000 상승	6	1000				5,	3		3	4,44370001,60;	30000
20	9	PetTalent_2_1	백발백중	각성마다 펫 명중 1000 상승	5	1000				5,	3		3	4,44370001,60;	30000
20	10	PetTalent_1_2	창룡의힘	각성마다 펫 공격 2% 상승	1		2			7,	3		3	4,44370001,120;	30000
20	11	PetTalent_5_1	강근철골	각성마다 펫 방어 2% 상승	2		2			8,	3		3	4,44370001,120;	30000
20	12	PetTalent_4_3	자유자재	각성마다 펫 내성 1000 상승	4	1000				9,	3		3	4,44370001,60;	30000
20	13	PetTalent_2_3	불멸봉황	각성마다 펫 생명 3% 상승	0		3			10,11,	3		5	4,44370001,200;4,44370002,120;	50000
20	15	PetTalent_4_1	일월의정령	각성마다 펫 생명 2% 상승	0		2			12,	3		3	4,44370001,120;	30000
20	16	pet_skill21_2	미혼진	각성마다 "미혼진" 스킬공격 상승				102102	11	13,	3	3000	5	4,44370001,260;4,44370002,200;	50000
20	17	PetTalent_5_3	항룡의힘	각성마다 펫 공격 3% 상승	1		3			15,	3		5	4,44370001,200;4,44370002,120;	50000
20	18	PetTalent_1_3	현무현세	각성마다 펫 방어 3% 상승	2		3			15,	3		5	4,44370001,200;4,44370002,120;	50000
20	21	pet_skill21_3	광분	각성마다 "광분" 스킬공격 상승				102103	11	17,18,	3	4000	5	4,44370001,280;4,44370002,300;	50000
20	24	PetTalent_3_1	천둥소생	각성마다 펫 생명 1% 상승	0		1			21,	5		3	4,44370001,900;4,44370002,350;	200000
21	1	PetTalent_2_2	추룡의힘	각성마다 펫 공격 300 상승	1	300					3		1	4,44370001,10;	10000
21	2	PetTalent_5_2	견약반석	각성마다 펫 방어 80 상승	2	80					3		1	4,44370001,10;	10000
21	3	PetTalent_4_2	생기발랄	각성마다 펫 생명 7000 상승	0	7000					3		1	4,44370001,10;	10000
21	5	pet_skill22_1	간파	각성마다 "간파" 스킬공격 상승				102201	2	1,2,3,	3	1500	1	4,44370001,30;4,44370002,30;	10000
21	7	PetTalent_3_3	뇌정만균	각성마다 펫 치명 1000 상승	3	1000				5,	3		3	4,44370001,60;	30000
21	8	PetTalent_1_1	날쌘제비	각성마다 펫 회피 1000 상승	6	1000				5,	3		3	4,44370001,60;	30000
21	9	PetTalent_2_1	백발백중	각성마다 펫 명중 1000 상승	5	1000				5,	3		3	4,44370001,60;	30000
21	10	PetTalent_1_2	창룡의힘	각성마다 펫 공격 2% 상승	1		2			7,	3		3	4,44370001,120;	30000
21	11	PetTalent_5_1	강근철골	각성마다 펫 방어 2% 상승	2		2			8,	3		3	4,44370001,120;	30000
21	12	PetTalent_4_3	자유자재	각성마다 펫 내성 1000 상승	4	1000				9,	3		3	4,44370001,60;	30000
21	13	PetTalent_2_3	불멸봉황	각성마다 펫 생명 3% 상승	0		3			10,11,	3		5	4,44370001,200;4,44370002,120;	50000
21	15	PetTalent_4_1	일월의정령	각성마다 펫 생명 2% 상승	0		2			12,	3		3	4,44370001,120;	30000
21	16	pet_skill22_2	섬전호체	각성마다 "섬전호체" 스킬공격 상승				102202	11	13,	3	3000	5	4,44370001,260;4,44370002,200;	50000
21	17	PetTalent_5_3	항룡의힘	각성마다 펫 공격 3% 상승	1		3			15,	3		5	4,44370001,200;4,44370002,120;	50000
21	18	PetTalent_1_3	현무현세	각성마다 펫 방어 3% 상승	2		3			15,	3		5	4,44370001,200;4,44370002,120;	50000
21	21	pet_skill22_3	백조조봉	각성마다 "백조조봉" 스킬공격 상승				102203	11	17,18,	3	4000	5	4,44370001,280;4,44370002,300;	50000
21	24	PetTalent_3_1	천둥소생	각성마다 펫 생명 1% 상승	0		1			21,	5		3	4,44370001,900;4,44370002,350;	200000
22	1	PetTalent_2_2	추룡의힘	각성마다 펫 공격 300 상승	1	300					3		1	4,44370001,10;	10000
22	2	PetTalent_5_2	견약반석	각성마다 펫 방어 80 상승	2	80					3		1	4,44370001,10;	10000
22	3	PetTalent_4_2	생기발랄	각성마다 펫 생명 7000 상승	0	7000					3		1	4,44370001,10;	10000
22	5	pet_skill23_1	거랑지력	각성마다 "거랑지력" 스킬공격 상승				102301	2	1,2,3,	3	1500	1	4,44370001,30;4,44370002,30;	10000
22	7	PetTalent_3_3	뇌정만균	각성마다 펫 치명 1000 상승	3	1000				5,	3		3	4,44370001,60;	30000
22	8	PetTalent_1_1	날쌘제비	각성마다 펫 회피 1000 상승	6	1000				5,	3		3	4,44370001,60;	30000
22	9	PetTalent_2_1	백발백중	각성마다 펫 명중 1000 상승	5	1000				5,	3		3	4,44370001,60;	30000
22	10	PetTalent_1_2	창룡의힘	각성마다 펫 공격 2% 상승	1		2			7,	3		3	4,44370001,120;	30000
22	11	PetTalent_5_1	강근철골	각성마다 펫 방어 2% 상승	2		2			8,	3		3	4,44370001,120;	30000
22	12	PetTalent_4_3	자유자재	각성마다 펫 내성 1000 상승	4	1000				9,	3		3	4,44370001,60;	30000
22	13	PetTalent_2_3	불멸봉황	각성마다 펫 생명 3% 상승	0		3			10,11,	3		5	4,44370001,200;4,44370002,120;	50000
22	15	PetTalent_4_1	일월의정령	각성마다 펫 생명 2% 상승	0		2			12,	3		3	4,44370001,120;	30000
22	16	pet_skill23_2	빙봉지력	각성마다 "빙봉지력" 스킬공격 상승				102302	11	13,	3	3000	5	4,44370001,260;4,44370002,200;	50000
22	17	PetTalent_5_3	항룡의힘	각성마다 펫 공격 3% 상승	1		3			15,	3		5	4,44370001,200;4,44370002,120;	50000
22	18	PetTalent_1_3	현무현세	각성마다 펫 방어 3% 상승	2		3			15,	3		5	4,44370001,200;4,44370002,120;	50000
22	21	pet_skill23_3	서리사자	각성마다 "서리사자" 스킬공격 상승				102303	11	17,18,	3	4000	5	4,44370001,280;4,44370002,300;	50000
22	24	PetTalent_3_1	천둥소생	각성마다 펫 생명 1% 상승	0		1			21,	5		3	4,44370001,900;4,44370002,350;	200000
23	1	PetTalent_2_2	추룡의힘	각성마다 펫 공격 300 상승	1	300					3		1	4,44370001,10;	10000
23	2	PetTalent_5_2	견약반석	각성마다 펫 방어 80 상승	2	80					3		1	4,44370001,10;	10000
23	3	PetTalent_4_2	생기발랄	각성마다 펫 생명 7000 상승	0	7000					3		1	4,44370001,10;	10000
23	5	pet_skill4_1	주요결	각성마다 "주요결" 스킬공격 상승				100405	2	1,2,3,	3	1500	1	4,44370001,30;4,44370002,30;	10000
23	7	PetTalent_3_3	뇌정만균	각성마다 펫 치명 1000 상승	3	1000				5,	3		3	4,44370001,60;	30000
23	8	PetTalent_1_1	날쌘제비	각성마다 펫 회피 1000 상승	6	1000				5,	3		3	4,44370001,60;	30000
23	9	PetTalent_2_1	백발백중	각성마다 펫 명중 1000 상승	5	1000				5,	3		3	4,44370001,60;	30000
23	10	PetTalent_1_2	창룡의힘	각성마다 펫 공격 2% 상승	1		2			7,	3		3	4,44370001,120;	30000
23	11	PetTalent_5_1	강근철골	각성마다 펫 방어 2% 상승	2		2			8,	3		3	4,44370001,120;	30000
23	12	PetTalent_4_3	자유자재	각성마다 펫 내성 1000 상승	4	1000				9,	3		3	4,44370001,60;	30000
23	13	PetTalent_2_3	불멸봉황	각성마다 펫 생명 3% 상승	0		3			10,11,	3		5	4,44370001,200;4,44370002,120;	50000
23	15	PetTalent_4_1	일월의정령	각성마다 펫 생명 2% 상승	0		2			12,	3		3	4,44370001,120;	30000
23	16	pet_skill4_2	주선결	각성마다 "주선결" 스킬공격 상승				100406	11	13,	3	3000	5	4,44370001,260;4,44370002,200;	50000
23	17	PetTalent_5_3	항룡의힘	각성마다 펫 공격 3% 상승	1		3			15,	3		5	4,44370001,200;4,44370002,120;	50000
23	18	PetTalent_1_3	현무현세	각성마다 펫 방어 3% 상승	2		3			15,	3		5	4,44370001,200;4,44370002,120;	50000
23	21	pet_skill4_3	낙영팔식	각성마다 "낙영팔식" 스킬공격 상승				100407	11	17,18,	3	4000	5	4,44370001,280;4,44370002,300;	50000
23	24	PetTalent_3_1	천둥소생	각성마다 펫 생명 1% 상승	0		1			21,	5		3	4,44370001,900;4,44370002,350;	200000
24	1	PetTalent_2_2	추룡의힘	각성마다 펫 공격 300 상승	1	300					3		1	4,44370001,10;	10000
24	2	PetTalent_5_2	견약반석	각성마다 펫 방어 80 상승	2	80					3		1	4,44370001,10;	10000
24	3	PetTalent_4_2	생기발랄	각성마다 펫 생명 7000 상승	0	7000					3		1	4,44370001,10;	10000
24	5	pet_skill1_1	수라파	각성마다 "수라파" 스킬공격 상승				100305	2	1,2,3,	3	1500	1	4,44370001,30;4,44370002,30;	10000
24	7	PetTalent_3_3	뇌정만균	각성마다 펫 치명 1000 상승	3	1000				5,	3		3	4,44370001,60;	30000
24	8	PetTalent_1_1	날쌘제비	각성마다 펫 회피 1000 상승	6	1000				5,	3		3	4,44370001,60;	30000
24	9	PetTalent_2_1	백발백중	각성마다 펫 명중 1000 상승	5	1000				5,	3		3	4,44370001,60;	30000
24	10	PetTalent_1_2	창룡의힘	각성마다 펫 공격 2% 상승	1		2			7,	3		3	4,44370001,120;	30000
24	11	PetTalent_5_1	강근철골	각성마다 펫 방어 2% 상승	2		2			8,	3		3	4,44370001,120;	30000
24	12	PetTalent_4_3	자유자재	각성마다 펫 내성 1000 상승	4	1000				9,	3		3	4,44370001,60;	30000
24	13	PetTalent_2_3	불멸봉황	각성마다 펫 생명 3% 상승	0		3			10,11,	3		5	4,44370001,200;4,44370002,120;	50000
24	15	PetTalent_4_1	일월의정령	각성마다 펫 생명 2% 상승	0		2			12,	3		3	4,44370001,120;	30000
24	16	pet_skill1_2	수라노	각성마다 "수라노" 스킬공격 상승				100306	11	13,	3	3000	5	4,44370001,260;4,44370002,200;	50000
24	17	PetTalent_5_3	항룡의힘	각성마다 펫 공격 3% 상승	1		3			15,	3		5	4,44370001,200;4,44370002,120;	50000
24	18	PetTalent_1_3	현무현세	각성마다 펫 방어 3% 상승	2		3			15,	3		5	4,44370001,200;4,44370002,120;	50000
24	21	pet_skill1_3	수라살	각성마다 "수라살" 스킬공격 상승				100307	11	17,18,	3	4000	5	4,44370001,280;4,44370002,300;	50000
24	24	PetTalent_3_1	천둥소생	각성마다 펫 생명 1% 상승	0		1			21,	5		3	4,44370001,900;4,44370002,350;	200000
25	1	PetTalent_2_2	추룡의힘	각성마다 펫 공격 300 상승	1	300					3		1	4,44370001,10;	10000
25	2	PetTalent_5_2	견약반석	각성마다 펫 방어 80 상승	2	80					3		1	4,44370001,10;	10000
25	3	PetTalent_4_2	생기발랄	각성마다 펫 생명 7000 상승	0	7000					3		1	4,44370001,10;	10000
25	5	pet_skill2_1	노화광주	각성마다 "노화광주" 스킬공격 상승				100105	2	1,2,3,	3	1500	1	4,44370001,30;4,44370002,30;	10000
25	7	PetTalent_3_3	뇌정만균	각성마다 펫 치명 1000 상승	3	1000				5,	3		3	4,44370001,60;	30000
25	8	PetTalent_1_1	날쌘제비	각성마다 펫 회피 1000 상승	6	1000				5,	3		3	4,44370001,60;	30000
25	9	PetTalent_2_1	백발백중	각성마다 펫 명중 1000 상승	5	1000				5,	3		3	4,44370001,60;	30000
25	10	PetTalent_1_2	창룡의힘	각성마다 펫 공격 2% 상승	1		2			7,	3		3	4,44370001,120;	30000
25	11	PetTalent_5_1	강근철골	각성마다 펫 방어 2% 상승	2		2			8,	3		3	4,44370001,120;	30000
25	12	PetTalent_4_3	자유자재	각성마다 펫 내성 1000 상승	4	1000				9,	3		3	4,44370001,60;	30000
25	13	PetTalent_2_3	불멸봉황	각성마다 펫 생명 3% 상승	0		3			10,11,	3		5	4,44370001,200;4,44370002,120;	50000
25	15	PetTalent_4_1	일월의정령	각성마다 펫 생명 2% 상승	0		2			12,	3		3	4,44370001,120;	30000
25	16	pet_skill2_2	열화분신	각성마다 "열화분신" 스킬공격 상승				100107	11	13,	3	3000	5	4,44370001,260;4,44370002,200;	50000
25	17	PetTalent_5_3	항룡의힘	각성마다 펫 공격 3% 상승	1		3			15,	3		5	4,44370001,200;4,44370002,120;	50000
25	18	PetTalent_1_3	현무현세	각성마다 펫 방어 3% 상승	2		3			15,	3		5	4,44370001,200;4,44370002,120;	50000
25	21	pet_skill2_3	열염무쌍	각성마다 "열염무쌍" 스킬공격 상승				100106	11	17,18,	3	4000	5	4,44370001,280;4,44370002,300;	50000
25	24	PetTalent_3_1	천둥소생	각성마다 펫 생명 1% 상승	0		1			21,	5		3	4,44370001,900;4,44370002,350;	200000
26	1	PetTalent_2_2	추룡의힘	각성마다 펫 공격 300 상승	1	300					3		1	4,44370001,10;	10000
26	2	PetTalent_5_2	견약반석	각성마다 펫 방어 80 상승	2	80					3		1	4,44370001,10;	10000
